,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,y
4299269,FC,2021-06-22,86.0,2.06,5.71,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,ball,,,,,12.0,Wander Franco flies out to center fielder Danny Santana.,R,R,L,TB,BOS,B,,,0,0,2021,-0.26,0.7,1.34,2.91,,,,0,3,Bot,,,,,Christian Vazquez,,,-1.1922713238734146,-125.2262109478972,-1.775390503190207,-2.455001723908098,26.77927230714901,-24.72078902177731,3.17,1.45,,,,85.8,2085.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.22,,,,,,,,29,1,Cutter,2,5,2,5,5,2,2,5,Strategic,Standard,156.0,0.0,0.038,ball
4299270,FF,2021-06-22,91.5,1.9,5.79,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,ball,,,,,12.0,Wander Franco flies out to center fielder Danny Santana.,R,R,L,TB,BOS,B,,,1,0,2021,0.67,1.08,1.14,3.77,,,,0,3,Bot,,,,,Christian Vazquez,,,-3.384353813564982,-133.2253332833874,-1.5319740659383918,8.767968238637764,30.28176998153081,-19.19075989362924,3.12,1.4,,,,91.2,2081.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.27,,,,,,,,29,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Strategic,Standard,149.0,0.0,0.07,ball
4299271,FF,2021-06-22,91.7,1.74,5.81,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,swinging_strike,,,,,3.0,Wander Franco flies out to center fielder Danny Santana.,R,R,L,TB,BOS,S,,,2,0,2021,0.7,1.16,0.6,3.05,,,,0,3,Bot,,,,,Christian Vazquez,,,-4.38177479070198,-133.41878596595973,-3.5936480410780804,9.292074090167256,30.1059424957325,-17.777816127254237,3.3,1.5,,,,91.6,2051.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.17,,,,,,,,29,3,4-Seam Fastball,2,5,2,5,5,2,2,5,Strategic,Standard,147.0,0.0,-0.067,swinging_strike
4299272,FF,2021-06-22,93.0,1.92,5.62,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,foul,,,,,2.0,Wander Franco flies out to center fielder Danny Santana.,R,R,L,TB,BOS,S,,,2,1,2021,0.66,1.16,0.01,2.76,,,,0,3,Bot,,,,,Christian Vazquez,,,-6.351810259571516,-135.2965998810659,-4.117170350515968,9.489543590297222,31.052146537894416,-17.184179817910824,3.3,1.5,201.0,68.2,45.0,93.1,2104.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.03,,,,,,,,29,4,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,150.0,0.0,-0.066,foul
4299273,SI,2021-06-22,93.4,1.47,5.76,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,,ball,,,,,13.0,Wander Franco flies out to center fielder Danny Santana.,R,R,L,TB,BOS,B,,,2,2,2021,1.34,0.8,-1.65,1.42,,,,0,3,Bot,,,,,Christian Vazquez,,,-10.9708307954297,-135.45202574156264,-7.097225186670064,18.93917930790813,31.764022529405185,-20.86118085478857,3.2,1.49,,,,93.1,2144.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.04,,,,,,,,29,5,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,149.0,0.0,0.101,ball
4299274,SI,2021-06-22,93.6,1.74,5.59,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,field_out,hit_into_play,,,,,4.0,Wander Franco flies out to center fielder Danny Santana.,R,R,L,TB,BOS,X,8.0,fly_ball,3,2,2021,1.02,0.99,-0.33,2.61,,,,0,3,Bot,118.29,50.0,,,Christian Vazquez,,,-7.622742582605382,-136.11314846507037,-4.113668393240492,14.390261950921824,30.963023931600585,-19.16448026700424,3.3,1.5,368.0,96.4,31.0,93.7,2118.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.02,0.263,0.455,0.0,1.0,0.0,0.0,5.0,29,6,Sinker,2,5,2,5,5,2,2,5,Strategic,Standard,142.0,-0.023,-0.318,field_out
4299275,FF,2021-06-22,93.4,1.75,5.77,"Rodriguez, Eduardo",Austin Meadows,Eduardo Rodriguez,field_out,hit_into_play,,,,,2.0,Austin Meadows flies out to center fielder Danny Santana.,R,L,L,TB,BOS,X,8.0,fly_ball,0,0,2021,0.37,1.22,-0.07,3.02,,,,1,3,Bot,113.79,84.12,,,Christian Vazquez,,,-5.492288137615258,-135.8132439061507,-3.958395252184524,5.89656262537914,31.71712794846092,-16.48850194395152,3.49,1.6,288.0,96.0,46.0,93.1,2140.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.21,0.006,0.005,0.0,1.0,0.0,0.0,3.0,30,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,144.0,-0.016,-0.163,field_out
4299276,FF,2021-06-22,92.6,1.82,5.78,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,,called_strike,,,,,3.0,Randy Arozarena strikes out swinging.,R,R,L,TB,BOS,S,,,0,0,2021,0.82,1.32,0.71,3.19,,,,2,3,Bot,,,,,Christian Vazquez,,,-4.619757635258186,-134.7411310109418,-3.645407112251896,11.015225599437974,31.65498154539097,-15.594215219061448,3.29,1.51,,,,92.4,2140.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.13,,,,,,,,31,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Strategic,Standard,149.0,0.0,-0.018,called_strike
4299277,CH,2021-06-22,85.7,1.82,5.7,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,,ball,,,,,14.0,Randy Arozarena strikes out swinging.,R,R,L,TB,BOS,B,,,0,1,2021,1.69,0.56,0.99,0.55,,,,2,3,Bot,,,,,Christian Vazquez,,,-5.4147126884266905,-124.46565509630504,-6.911811221758095,18.647374509041857,29.715682189249765,-24.970182649639483,3.28,1.55,,,,85.1,1867.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.03,,,,,,,,31,2,Changeup,2,5,2,5,5,2,2,5,Strategic,Standard,128.0,0.0,0.014,ball
4299278,CH,2021-06-22,84.5,1.94,5.73,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,,ball,,,,,14.0,Randy Arozarena strikes out swinging.,R,R,L,TB,BOS,B,,,1,1,2021,1.61,0.52,1.73,1.77,,,,2,3,Bot,,,,,Christian Vazquez,,,-3.691442633808064,-122.90642171414004,-3.829132930465403,16.954317846877437,26.77626618879722,-26.348476852774365,3.22,1.53,,,,84.1,1775.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.2,,,,,,,,31,3,Changeup,2,5,2,5,5,2,2,5,Strategic,Standard,133.0,0.0,0.02,ball
4299279,FF,2021-06-22,93.8,1.82,5.79,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,,foul,,,,,8.0,Randy Arozarena strikes out swinging.,R,R,L,TB,BOS,S,,,2,1,2021,0.49,1.38,0.14,1.76,,,,2,3,Bot,,,,,Christian Vazquez,,,-5.407915206449292,-136.24209960226145,-7.695871082777018,7.326557323131192,31.60540501333312,-13.441942386584158,3.32,1.51,172.0,76.8,68.0,93.5,2134.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.17,,,,,,,,31,4,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,142.0,0.0,-0.028,foul
4299280,CH,2021-06-22,84.4,1.87,5.63,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,strikeout,swinging_strike,,,,,6.0,Randy Arozarena strikes out swinging.,R,R,L,TB,BOS,S,2.0,,2,2,2021,1.35,0.43,0.77,2.12,,,,2,3,Bot,,,,,Christian Vazquez,,,-5.254911738031216,-122.76139225629296,-2.658475752061703,14.65508541092476,24.72812578688601,-27.45726603698423,3.32,1.51,,,,84.7,1739.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.97,,,0.0,1.0,0.0,0.0,,31,5,Changeup,2,5,2,5,5,2,2,5,Standard,Standard,127.0,-0.009,-0.091,strikeout
4299281,FC,2021-06-22,85.9,-2.05,5.58,"McHugh, Collin",Danny Santana,Collin McHugh,,ball,,,,,11.0,Danny Santana grounds out to first baseman Yandy Diaz.,R,L,R,TB,BOS,B,,,0,0,2021,0.11,0.81,-1.07,2.54,,,,0,4,Top,,,,,Francisco Mejia,,,2.113351039488084,-125.0717298796263,-2.553463874554114,0.6561063051967326,26.46910816189148,-23.42254766988392,3.16,1.4,,,,86.5,2480.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.77,,,,,,,,32,1,Cutter,2,5,5,2,5,2,5,2,Standard,Standard,197.0,0.0,0.038,ball
4299282,SL,2021-06-22,77.6,-2.23,5.29,"McHugh, Collin",Danny Santana,Collin McHugh,,swinging_strike,,,,,14.0,Danny Santana grounds out to first baseman Yandy Diaz.,R,L,R,TB,BOS,S,,,1,0,2021,1.85,-0.5,0.97,0.81,,,,0,4,Top,,,,,Francisco Mejia,,,3.4685673158069243,-112.77922216730776,-1.5581584118630305,14.676175587291256,25.929511409200018,-36.261651491499485,3.32,1.51,,,,77.2,2862.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.78,,,,,,,,32,2,Slider,2,5,5,2,5,2,5,2,Standard,Standard,50.0,0.0,-0.049,swinging_strike
4299283,SL,2021-06-22,77.8,-2.19,5.18,"McHugh, Collin",Danny Santana,Collin McHugh,,swinging_strike,,,,,8.0,Danny Santana grounds out to first baseman Yandy Diaz.,R,L,R,TB,BOS,S,,,1,1,2021,1.81,0.02,0.02,1.47,,,,0,4,Top,,,,,Francisco Mejia,,,1.4204406082995578,-113.19652716816914,-0.9195864756758608,14.974976578072342,25.411062683531284,-32.04239196636844,3.32,1.51,,,,77.4,2676.0,6.5,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.97,,,,,,,,32,3,Slider,2,5,5,2,5,2,5,2,Standard,Standard,59.0,0.0,-0.057,swinging_strike
4299284,SL,2021-06-22,78.3,-2.13,5.25,"McHugh, Collin",Danny Santana,Collin McHugh,,ball,,,,,14.0,Danny Santana grounds out to first baseman Yandy Diaz.,R,L,R,TB,BOS,B,,,1,2,2021,1.71,-0.29,0.53,0.35,,,,0,4,Top,,,,,Francisco Mejia,,,2.56054550945684,-113.88341319327242,-2.974782373329048,13.971423593827378,27.096079073711927,-34.20743349757675,3.23,1.57,,,,77.9,2778.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.76,,,,,,,,32,4,Slider,2,5,5,2,5,2,5,2,Standard,Standard,49.0,0.0,0.043,ball
4299285,FC,2021-06-22,85.4,-1.97,5.47,"McHugh, Collin",Danny Santana,Collin McHugh,,foul,,,,,14.0,Danny Santana grounds out to first baseman Yandy Diaz.,R,L,R,TB,BOS,S,,,2,2,2021,0.23,0.7,0.83,2.35,,,,0,4,Top,,,,,Francisco Mejia,,,6.203469911492162,-124.29435103197812,-2.513588035826208,1.2435472407214938,23.710663397392523,-24.5838044548916,3.32,1.51,361.0,106.8,43.0,86.5,2457.0,6.9,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.6,,,,,,,,32,5,Cutter,2,5,5,2,5,2,5,2,Standard,Standard,201.0,0.0,0.0,foul
4299286,SL,2021-06-22,78.2,-2.29,5.18,"McHugh, Collin",Danny Santana,Collin McHugh,,ball,,,,,11.0,Danny Santana grounds out to first baseman Yandy Diaz.,R,L,R,TB,BOS,B,,,2,2,2021,1.92,-0.07,-1.37,2.6,,,,0,4,Top,,,,,Francisco Mejia,,,-1.548789316877107,-113.78138426933792,1.5560945722960753,16.757467532835573,24.60207670584781,-33.39187264357656,3.29,1.5,,,,77.3,2805.0,6.0,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.46,,,,,,,,32,6,Slider,2,5,5,2,5,2,5,2,Standard,Standard,59.0,0.0,0.101,ball
4299287,SL,2021-06-22,77.5,-2.08,5.27,"McHugh, Collin",Danny Santana,Collin McHugh,field_out,hit_into_play,,,,,7.0,Danny Santana grounds out to first baseman Yandy Diaz.,R,L,R,TB,BOS,X,3.0,ground_ball,3,2,2021,1.97,-0.16,-0.35,1.8,,,,0,4,Top,153.56,171.35,,,Francisco Mejia,,,0.0697911907831843,-112.73340425500136,-0.0148616064566287,16.48475290692056,25.428035230507493,-33.77680749876242,3.32,1.51,3.0,75.7,-30.0,77.3,2737.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.8,0.074,0.076,0.0,1.0,0.0,0.0,2.0,32,7,Slider,2,5,5,2,5,2,5,2,Standard,Standard,55.0,0.012,-0.318,field_out
4299288,SL,2021-06-22,78.3,-2.32,5.23,"McHugh, Collin",Alex Verdugo,Collin McHugh,,ball,,,,,13.0,"Alex Verdugo grounds out sharply, shortstop Taylor Walls to first baseman Yandy Diaz.",R,L,R,TB,BOS,B,,,0,0,2021,1.64,-0.13,-1.39,1.68,,,,1,4,Top,,,,,Francisco Mejia,,,-1.039482482156015,-113.95016388215907,-0.4357472292716734,14.369876022480756,24.428882091442084,-33.486392036751845,3.6,1.62,,,,78.1,2782.0,6.5,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.98,,,,,,,,33,1,Slider,2,5,5,2,5,2,5,2,Standard,Standard,54.0,0.0,0.026,ball
4299289,FF,2021-06-22,89.4,-1.87,5.57,"McHugh, Collin",Alex Verdugo,Collin McHugh,,foul,,,,,6.0,"Alex Verdugo grounds out sharply, shortstop Taylor Walls to first baseman Yandy Diaz.",R,L,R,TB,BOS,S,,,1,0,2021,-0.69,1.47,0.32,2.63,,,,1,4,Top,,,,,Francisco Mejia,,,6.923977992742365,-129.95030481374124,-4.311516065795637,-9.336841995100132,29.387822643770324,-14.8695064522,3.37,1.53,200.0,74.3,55.0,89.9,2291.0,6.9,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.64,,,,,,,,33,2,4-Seam Fastball,2,5,5,2,5,2,5,2,Standard,Standard,219.0,0.0,-0.032,foul
4299290,FC,2021-06-22,88.3,-2.13,5.44,"McHugh, Collin",Alex Verdugo,Collin McHugh,,ball,,,,,13.0,"Alex Verdugo grounds out sharply, shortstop Taylor Walls to first baseman Yandy Diaz.",R,L,R,TB,BOS,B,,,1,1,2021,-0.05,0.67,-0.09,1.18,,,,1,4,Top,,,,,Francisco Mejia,,,5.121169283925403,-128.439133911995,-5.721149939436716,-1.7088900507755689,27.895489767415725,-23.711220494155533,3.51,1.6,,,,88.9,2517.0,6.8,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.7,,,,,,,,33,3,Cutter,2,5,5,2,5,2,5,2,Standard,Standard,219.0,0.0,0.038,ball
4299291,FC,2021-06-22,88.0,-1.97,5.52,"McHugh, Collin",Alex Verdugo,Collin McHugh,field_out,hit_into_play,,,,,8.0,"Alex Verdugo grounds out sharply, shortstop Taylor Walls to first baseman Yandy Diaz.",R,L,R,TB,BOS,X,6.0,ground_ball,2,1,2021,-0.12,0.61,-0.07,1.68,,,,1,4,Top,117.67,148.64,,,Francisco Mejia,,,4.8744336226377385,-128.04027671759613,-4.506454575266615,-2.3012886083680053,27.22440167673121,-24.73392894841201,3.37,1.53,16.0,107.2,-5.0,88.6,2534.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.77,0.4,0.365,0.0,1.0,0.0,0.0,2.0,33,4,Cutter,2,5,5,2,5,2,5,2,Standard,Standard,201.0,0.009,-0.195,field_out
4299292,SL,2021-06-22,79.9,-2.22,5.22,"McHugh, Collin",J. D. Martinez,Collin McHugh,,called_strike,,,,,9.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,S,,,0,0,2021,1.56,0.03,0.56,1.51,,,,2,4,Top,,,,,Francisco Mejia,,,3.197860684681856,-116.228749915598,-1.38077242661474,13.175712345886083,26.04261514432975,-31.848310504495306,3.55,1.62,,,,79.6,2667.0,6.6,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.93,,,,,,,,34,1,Slider,2,5,5,2,5,2,5,2,Standard,Standard,56.0,0.0,-0.018,called_strike
4299293,FF,2021-06-22,90.8,-2.04,5.47,"McHugh, Collin",J. D. Martinez,Collin McHugh,,ball,,,,,14.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,B,,,0,1,2021,-0.86,1.44,0.9,1.65,,,,2,4,Top,,,,,Francisco Mejia,,,9.245812150850266,-131.66095656684217,-6.688128740614713,-12.028640602138903,30.58894058123681,-14.204464810258814,3.59,1.6,,,,91.0,2152.0,6.8,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.66,,,,,,,,34,2,4-Seam Fastball,2,5,5,2,5,2,5,2,Standard,Standard,222.0,0.0,0.014,ball
4299294,FC,2021-06-22,88.2,-2.16,5.46,"McHugh, Collin",J. D. Martinez,Collin McHugh,,foul,,,,,7.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,S,,,1,1,2021,0.34,0.71,-0.42,1.83,,,,2,4,Top,,,,,Francisco Mejia,,,3.536618278842995,-128.35171288730865,-4.207801408484724,2.960593182376244,28.76692751834057,-23.609080531500435,3.49,1.6,214.0,86.8,59.0,88.5,2384.0,6.6,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.86,,,,,,,,34,3,Cutter,2,5,5,2,5,2,5,2,Standard,Standard,205.0,0.0,-0.027,foul
4299295,SL,2021-06-22,79.7,-2.14,5.29,"McHugh, Collin",J. D. Martinez,Collin McHugh,strikeout,swinging_strike,,,,,8.0,J.D. Martinez strikes out swinging.,R,R,R,TB,BOS,S,2.0,,1,2,2021,1.54,-0.08,-0.27,1.9,,,,2,4,Top,,,,,Francisco Mejia,,,1.2220077432538132,-115.91628758889593,-0.4052774806970587,13.365524150890026,26.57188856134692,-33.08771491061619,3.49,1.6,,,,79.4,2786.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.84,,,0.0,1.0,0.0,0.0,,34,4,Slider,2,5,5,2,5,2,5,2,Standard,Standard,53.0,0.006,-0.073,strikeout
4299296,FF,2021-06-22,92.0,1.75,5.81,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,called_strike,,,,,8.0,Manuel Margot strikes out swinging.,R,R,L,TB,BOS,S,,,0,0,2021,0.48,1.48,-0.05,1.99,,,,0,4,Bot,,,,,Christian Vazquez,,,-5.592079971598428,-133.664647362025,-7.028129059662073,6.972884242013645,29.852058595775304,-13.112251618708225,3.32,1.52,,,,91.8,2089.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.14,,,,,,,,35,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Strategic,Standard,142.0,0.0,-0.038,called_strike
4299297,FF,2021-06-22,92.2,2.0,5.61,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,swinging_strike,,,,,2.0,Manuel Margot strikes out swinging.,R,R,L,TB,BOS,S,,,0,1,2021,0.66,1.33,-0.08,3.35,,,,0,4,Bot,,,,,Christian Vazquez,,,-6.691688965775161,-134.09304536560776,-2.779300807139077,9.444689172825388,31.178877632167733,-15.761413580754288,3.32,1.51,,,,91.8,2200.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.23,,,,,,,,35,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,141.0,0.0,-0.052,swinging_strike
4299298,FF,2021-06-22,92.2,2.0,5.57,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,ball,,,,,11.0,Manuel Margot strikes out swinging.,R,R,L,TB,BOS,B,,,0,2,2021,0.7,1.37,-0.23,4.02,,,,0,4,Bot,,,,,Christian Vazquez,,,-7.165912598887544,-134.04790370244595,-1.012714309268886,10.04992593917284,30.93364753752553,-15.774875647528251,3.32,1.51,,,,91.7,2206.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.34,,,,,,,,35,3,4-Seam Fastball,2,5,2,5,5,2,2,5,Strategic,Standard,136.0,0.0,0.022,ball
4299299,FC,2021-06-22,88.5,1.93,5.54,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,ball,,,,,14.0,Manuel Margot strikes out swinging.,R,R,L,TB,BOS,B,,,1,2,2021,-0.3,0.61,1.25,2.35,,,,0,4,Bot,,,,,Christian Vazquez,,,-1.0331636283273131,-128.91739722797809,-3.0017248376259174,-3.1589597589444094,26.75407406689953,-25.01254440342628,3.32,1.49,,,,88.8,2208.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.08,,,,,,,,35,4,Cutter,2,5,2,5,5,2,2,5,Strategic,Standard,157.0,0.0,0.043,ball
4299300,FF,2021-06-22,93.2,1.94,5.55,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,strikeout,swinging_strike,,,,,3.0,Manuel Margot strikes out swinging.,R,R,L,TB,BOS,S,2.0,,2,2,2021,0.65,1.42,0.46,3.15,,,,0,4,Bot,,,,,Christian Vazquez,,,-5.231122904677217,-135.63597538703056,-3.489505133357431,9.234645664064898,32.187797388845766,-14.14404018032932,3.32,1.51,,,,93.1,2235.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.11,,,0.0,1.0,0.0,0.0,,35,5,4-Seam Fastball,2,5,2,5,5,2,2,5,Strategic,Standard,136.0,-0.023,-0.216,strikeout
4299301,CH,2021-06-22,86.3,1.95,5.68,"Rodriguez, Eduardo",Francisco Mejia,Eduardo Rodriguez,single,hit_into_play,,,,,9.0,Francisco Mejia singles on a sharp ground ball to right fielder Hunter Renfroe.,R,R,L,TB,BOS,X,9.0,ground_ball,0,0,2021,1.68,0.2,0.71,1.61,,,,1,4,Bot,165.96,112.13,,,Christian Vazquez,,,-6.361170409415843,-125.422740030302,-3.770116679916902,18.99617459949837,29.18473088555241,-29.40907849682324,3.26,1.48,96.0,105.4,4.0,85.7,1846.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.2,0.549,0.498,0.9,1.0,1.0,0.0,4.0,36,1,Changeup,2,5,2,5,5,2,2,5,Strategic,Standard,124.0,0.027,0.262,single
4299302,FF,2021-06-22,92.9,1.94,5.8,"Rodriguez, Eduardo",Brandon Lowe,Eduardo Rodriguez,,ball,,,,,13.0,Brandon Lowe called out on strikes.,R,L,L,TB,BOS,B,,,0,0,2021,0.62,1.58,-1.07,1.59,,,Francisco Mejía,1,4,Bot,,,,,Christian Vazquez,,,-9.039367204897344,-134.78581924649487,-8.361555768787063,9.573023268387471,31.19311795841791,-11.248418094264036,3.2,1.41,,,,92.4,2231.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.22,,,,,,,,37,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shift,Standard,140.0,0.0,0.047,ball
4299303,FF,2021-06-22,93.3,1.93,5.66,"Rodriguez, Eduardo",Brandon Lowe,Eduardo Rodriguez,,ball,,,,,13.0,Brandon Lowe called out on strikes.,R,L,L,TB,BOS,B,,,1,0,2021,0.27,1.65,-2.64,2.19,,,Francisco Mejía,1,4,Bot,,,,,Christian Vazquez,,,-12.328894819808102,-135.08969806764514,-6.712805684121196,6.307108123378716,32.55511818688261,-10.621222923076283,3.26,1.49,,,,92.8,2195.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.02,,,,,,,,37,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shift,Standard,140.0,0.0,0.07,ball
