,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,y
4299417,FF,2021-06-22,92.4,-1.12,6.31,"Feyereisen, J.P.",Christian Vazquez,J. P. Feyereisen,,ball,,,,,13.0,Christian Vazquez flies out to right fielder Brandon Lowe.,R,R,R,TB,BOS,B,,,1,1,2021,-0.55,1.89,-0.9,1.93,,,,0,9,Top,,,,,Mike Zunino,,,1.7441784749492857,-134.27340770414574,-9.387725919456884,-7.0087397800559765,30.42125699659445,-7.486419388811572,3.09,1.4,,,,91.9,2309.0,6.2,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.34,,,,,,,,69,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,196.0,0.0,0.052,ball
4299418,FF,2021-06-22,91.3,-0.8,6.38,"Feyereisen, J.P.",Christian Vazquez,J. P. Feyereisen,field_out,hit_into_play,,,,,2.0,Christian Vazquez flies out to right fielder Brandon Lowe.,R,R,R,TB,BOS,X,9.0,fly_ball,2,1,2021,-0.55,1.77,0.02,2.83,,,,0,9,Top,186.67,139.85,,,Mike Zunino,,,3.2346870075730143,-132.7085347943955,-6.795054032053698,-7.218075088148377,29.943903436154454,-9.988436508815248,3.29,1.49,211.0,86.8,57.0,90.7,2299.0,6.1,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.37,0.02,0.024,0.0,1.0,0.0,0.0,3.0,69,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,203.0,0.058,-0.282,field_out
4299419,FF,2021-06-22,92.3,-0.78,6.3,"Feyereisen, J.P.",Enrique Hernandez,J. P. Feyereisen,,swinging_strike,,,,,2.0,Enrique Hernandez strikes out swinging.,R,R,R,TB,BOS,S,,,0,0,2021,-0.49,1.85,-0.06,3.04,,,,1,9,Top,,,,,Mike Zunino,,,2.9081168200989542,-134.2004947963969,-6.3923352310604775,-6.623560545396382,32.18308929051946,-8.750273587308678,3.32,1.51,,,,91.6,2362.0,6.1,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.37,,,,,,,,70,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Infield shift,Standard,197.0,0.0,-0.027,swinging_strike
4299420,SL,2021-06-22,86.0,-1.39,6.1,"Feyereisen, J.P.",Enrique Hernandez,J. P. Feyereisen,,ball,,,,,14.0,Enrique Hernandez strikes out swinging.,R,R,R,TB,BOS,B,,,0,1,2021,0.58,0.13,1.65,1.12,,,,1,9,Top,,,,,Mike Zunino,,,6.020649955611408,-124.92955004767578,-5.696423739819077,4.5677476128657775,29.12994298708929,-29.74152213811965,3.32,1.5,,,,85.1,2484.0,6.2,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.31,,,,,,,,70,2,Slider,5,5,5,5,5,5,5,5,Infield shift,Standard,109.0,0.0,0.021,ball
4299421,FF,2021-06-22,92.5,-0.69,6.24,"Feyereisen, J.P.",Enrique Hernandez,J. P. Feyereisen,,ball,,,,,13.0,Enrique Hernandez strikes out swinging.,R,R,R,TB,BOS,B,,,1,1,2021,-0.69,1.65,-0.35,1.35,,,,1,9,Top,,,,,Mike Zunino,,,2.35483294507866,-134.31651895441158,-10.204309807701748,-8.907057418274206,30.5883841879875,-10.159782346526637,3.24,1.5,,,,92.1,2213.0,6.3,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.19,,,,,,,,70,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Infield shift,Standard,199.0,0.0,0.038,ball
4299422,FF,2021-06-22,92.3,-0.81,6.34,"Feyereisen, J.P.",Enrique Hernandez,J. P. Feyereisen,,foul,,,,,6.0,Enrique Hernandez strikes out swinging.,R,R,R,TB,BOS,S,,,2,1,2021,-0.42,1.82,0.42,2.51,,,,1,9,Top,,,,,Mike Zunino,,,4.047517650749798,-134.19214318001283,-7.823608160791607,-6.042818665782145,31.61768290799584,-8.681304440109928,3.32,1.51,,,,91.6,2273.0,6.1,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.36,,,,,,,,70,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Infield shift,Standard,201.0,0.0,-0.053,foul
4299423,SL,2021-06-22,85.0,-1.38,6.01,"Feyereisen, J.P.",Enrique Hernandez,J. P. Feyereisen,,foul,,,,,9.0,Enrique Hernandez strikes out swinging.,R,R,R,TB,BOS,S,,,2,2,2021,0.31,0.1,0.31,1.79,,,,1,9,Top,,,,,Mike Zunino,,,3.327351419046605,-123.69290079704444,-3.753679581333945,2.469302294146792,25.146478614868805,-30.581074237202337,3.32,1.51,187.0,72.5,55.0,84.9,2434.0,6.3,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.2,,,,,,,,70,5,Slider,5,5,5,5,5,5,5,5,Standard,Standard,117.0,0.0,0.0,foul
4299424,SL,2021-06-22,87.3,-1.55,6.07,"Feyereisen, J.P.",Enrique Hernandez,J. P. Feyereisen,strikeout,swinging_strike,,,,,14.0,Enrique Hernandez strikes out swinging.,R,R,R,TB,BOS,S,2.0,,2,2,2021,0.28,0.3,1.17,1.9,,,,1,9,Top,,,,,Mike Zunino,,,5.985647680811117,-127.07492449730564,-4.499043152626937,1.7853423490144895,25.91706461574101,-28.170266708061668,3.32,1.51,,,,87.2,2459.0,6.2,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.28,,,0.0,1.0,0.0,0.0,,70,6,Slider,5,5,5,5,5,5,5,5,Strategic,Standard,167.0,0.044,-0.142,strikeout
4299425,FF,2021-06-22,91.9,-0.7,6.35,"Feyereisen, J.P.",Bobby Dalbec,J. P. Feyereisen,,foul,,,,,2.0,Bobby Dalbec called out on strikes.,R,R,R,TB,BOS,S,,,0,0,2021,-0.23,1.58,-0.08,3.24,,,,2,9,Top,,,,,Mike Zunino,,,2.0603808251082776,-133.68641944590004,-5.408776078607817,-3.168145382683805,30.766315136246742,-12.347493525946405,3.55,1.63,223.0,82.2,64.0,91.5,2253.0,6.2,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.28,,,,,,,,71,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,199.0,0.0,-0.018,foul
4299426,FF,2021-06-22,91.4,-0.94,6.32,"Feyereisen, J.P.",Bobby Dalbec,J. P. Feyereisen,,ball,,,,,11.0,Bobby Dalbec called out on strikes.,R,R,R,TB,BOS,B,,,0,1,2021,-0.31,1.67,-0.15,4.25,,,,2,9,Top,,,,,Mike Zunino,,,2.6570709954044065,-133.0646945595816,-2.9057650846846443,-4.3305468778866745,30.69249197459493,-11.96454091930087,3.4,1.59,,,,90.6,2148.0,6.0,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.55,,,,,,,,71,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,198.0,0.0,0.014,ball
4299427,SL,2021-06-22,84.5,-1.78,6.05,"Feyereisen, J.P.",Bobby Dalbec,J. P. Feyereisen,,ball,,,,,14.0,Bobby Dalbec called out on strikes.,R,R,R,TB,BOS,B,,,1,1,2021,0.51,0.18,1.62,1.36,,,,2,9,Top,,,,,Mike Zunino,,,6.872047344290429,-122.81021879024304,-4.888909783539657,3.733747415026519,24.99380817179178,-29.598524658444248,3.53,1.63,,,,84.1,2489.0,6.2,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.35,,,,,,,,71,3,Slider,5,5,5,5,5,5,5,5,Standard,Standard,120.0,0.0,0.02,ball
4299428,FF,2021-06-22,91.3,-0.79,6.36,"Feyereisen, J.P.",Bobby Dalbec,J. P. Feyereisen,,foul,,,,,2.0,Bobby Dalbec called out on strikes.,R,R,R,TB,BOS,S,,,2,1,2021,-0.22,1.51,0.25,2.98,,,,2,9,Top,,,,,Mike Zunino,,,3.088463061378484,-132.81112727825496,-5.830502855855776,-3.292038069001204,30.447765011027137,-13.23342902135785,3.55,1.63,260.0,76.7,47.0,90.8,2135.0,6.2,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.35,,,,,,,,71,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,198.0,0.0,-0.028,foul
4299429,SL,2021-06-22,85.0,-1.73,6.03,"Feyereisen, J.P.",Bobby Dalbec,J. P. Feyereisen,,foul,,,,,14.0,Bobby Dalbec called out on strikes.,R,R,R,TB,BOS,S,,,2,2,2021,0.49,0.25,0.92,1.95,,,,2,9,Top,,,,,Mike Zunino,,,5.219679793057313,-123.70676266855996,-3.77548201760034,4.031541872235935,23.30984312847796,-29.09593763252313,3.55,1.63,1.0,54.8,-66.0,85.0,2478.0,6.2,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.34,,,,,,,,71,5,Slider,5,5,5,5,5,5,5,5,Standard,Standard,124.0,0.0,0.0,foul
4299430,SL,2021-06-22,85.3,-1.6,6.06,"Feyereisen, J.P.",Bobby Dalbec,J. P. Feyereisen,strikeout,called_strike,,,,,14.0,Bobby Dalbec called out on strikes.,R,R,R,TB,BOS,S,2.0,,2,2,2021,0.38,0.01,1.11,1.64,,,,2,9,Top,,,,,Mike Zunino,,,5.577518587037523,-124.06088862211452,-4.098798204998012,2.812431138803414,24.929725719292893,-31.48566440718506,3.42,1.57,,,,85.2,2492.0,6.3,633519,656420,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,54.23,,,0.0,1.0,0.0,0.0,,71,6,Slider,5,5,5,5,5,5,5,5,Standard,Standard,113.0,0.032,-0.091,strikeout
4299431,KC,2021-06-22,84.3,-1.53,6.2,"Barnes, Matt",Kevin Kiermaier,Matt Barnes,,ball,,,,,9.0,Kevin Kiermaier walks.,R,L,R,TB,BOS,B,,,0,0,2021,0.58,-1.03,0.7,1.8,,,,0,9,Bot,,,,,Christian Vazquez,,,4.052541589074185,-122.71792300340904,-1.740714173230531,4.921066675493921,27.06353170729689,-42.35529869597086,3.32,1.54,,,,84.6,2154.0,6.7,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.77,,,,,,,,72,1,Knuckle Curve,5,5,5,5,5,5,5,5,Standard,Standard,16.0,0.0,0.038,ball
4299432,KC,2021-06-22,83.7,-1.43,6.25,"Barnes, Matt",Kevin Kiermaier,Matt Barnes,,ball,,,,,14.0,Kevin Kiermaier walks.,R,L,R,TB,BOS,B,,,1,0,2021,0.73,-0.93,0.92,2.38,,,,0,9,Bot,,,,,Christian Vazquez,,,4.006915116406095,-121.7886462248648,-0.5857753165539266,6.346895395319723,26.925919147602304,-41.41461599109248,3.39,1.56,,,,84.0,2138.0,6.8,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.7,,,,,,,,72,2,Knuckle Curve,5,5,5,5,5,5,5,5,Standard,Standard,22.0,0.0,0.07,ball
4299433,KC,2021-06-22,84.1,-1.57,6.21,"Barnes, Matt",Kevin Kiermaier,Matt Barnes,,called_strike,,,,,11.0,Kevin Kiermaier walks.,R,L,R,TB,BOS,S,,,2,0,2021,0.68,-0.78,-0.91,2.95,,,,0,9,Bot,,,,,Christian Vazquez,,,0.1834879490347289,-122.47704679635476,0.4267437938146929,6.774835935177581,25.85137274490399,-40.26601830947368,3.23,1.44,,,,84.8,2128.0,6.9,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.64,,,,,,,,72,3,Knuckle Curve,5,5,5,5,5,5,5,5,Standard,Standard,13.0,0.0,-0.067,called_strike
4299434,FF,2021-06-22,93.9,-1.72,5.99,"Barnes, Matt",Kevin Kiermaier,Matt Barnes,,ball,,,,,14.0,Kevin Kiermaier walks.,R,L,R,TB,BOS,B,,,2,1,2021,-1.08,1.26,0.75,1.39,,,,0,9,Bot,,,,,Christian Vazquez,,,8.894770263280305,-136.1244486171511,-9.000198465805452,-15.517104099975276,33.36462220072395,-14.57115265723379,3.37,1.6,,,,94.6,2167.0,7.2,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.34,,,,,,,,72,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,219.0,0.0,0.113,ball
4299435,FF,2021-06-22,97.4,-1.49,5.98,"Barnes, Matt",Kevin Kiermaier,Matt Barnes,walk,ball,,,,,14.0,Kevin Kiermaier walks.,R,L,R,TB,BOS,B,,,3,1,2021,-0.94,1.31,1.66,2.04,,,,0,9,Bot,,,,,Christian Vazquez,,,10.740027720905609,-141.12816521631154,-8.0723594839919,-15.155793173813368,35.22197390942121,-12.95818802065726,3.41,1.54,,,,98.2,2216.0,7.2,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.32,,,0.7,1.0,0.0,0.0,,72,5,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,221.0,0.074,0.252,walk
4299436,FF,2021-06-22,95.5,-1.55,6.06,"Barnes, Matt",Yandy Diaz,Matt Barnes,,called_strike,,,,,9.0,"Red Sox challenged (force play), call on the field was overturned: Yandy Diaz grounds into a force out, second baseman Enrique Hernandez to shortstop Xander Bogaerts.   Kevin Kiermaier out at 2nd.    Yandy Diaz to 1st.",R,R,R,TB,BOS,S,,,0,0,2021,-0.92,1.5,0.49,1.87,,,Kevin Kiermaier,0,9,Bot,,,,,Christian Vazquez,,,7.53044457311392,-138.5666059981421,-8.827273785626176,-13.657638173029063,33.63856114642742,-11.0240997043893,3.35,1.52,,,,96.3,2298.0,7.1,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.38,,,,,,,,73,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,219.0,0.0,-0.058,called_strike
4299437,FF,2021-06-22,96.1,-1.58,5.99,"Barnes, Matt",Yandy Diaz,Matt Barnes,,ball,,,,,12.0,"Red Sox challenged (force play), call on the field was overturned: Yandy Diaz grounds into a force out, second baseman Enrique Hernandez to shortstop Xander Bogaerts.   Kevin Kiermaier out at 2nd.    Yandy Diaz to 1st.",R,R,R,TB,BOS,B,,,0,1,2021,-1.13,1.4,1.27,2.5,,,Kevin Kiermaier,0,9,Bot,,,,,Christian Vazquez,,,10.234536053998031,-139.42538826369622,-6.852073498696533,-17.092037344871315,34.280766545808426,-12.467835022178784,3.43,1.54,,,,97.0,2261.0,7.1,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.35,,,,,,,,73,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,218.0,0.0,0.042,ball
4299438,FF,2021-06-22,96.5,-1.43,5.98,"Barnes, Matt",Yandy Diaz,Matt Barnes,force_out,hit_into_play,,,,,14.0,"Red Sox challenged (force play), call on the field was overturned: Yandy Diaz grounds into a force out, second baseman Enrique Hernandez to shortstop Xander Bogaerts.   Kevin Kiermaier out at 2nd.    Yandy Diaz to 1st.",R,R,R,TB,BOS,X,4.0,ground_ball,1,1,2021,-1.03,1.35,0.87,2.19,,,Kevin Kiermaier,0,9,Bot,138.65,151.83,,,Christian Vazquez,,,8.604347651341946,-140.08979218407828,-7.673324871890538,-15.642512413021628,34.30189023848168,-12.72880672618545,3.47,1.59,67.0,38.4,21.0,97.7,2309.0,7.3,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.24,0.246,0.241,0.0,1.0,0.0,0.0,1.0,73,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,215.0,-0.076,-0.523,force_out
4299439,KC,2021-06-22,84.6,-1.52,6.24,"Barnes, Matt",Wander Franco,Matt Barnes,,ball,,,,,11.0,"Wander Franco grounds out softly, pitcher Matt Barnes to first baseman Bobby Dalbec.   Yandy Diaz to 2nd.",R,L,R,TB,BOS,B,,,0,0,2021,0.45,-0.95,-0.91,2.83,,,Yandy Díaz,1,9,Bot,,,,,Christian Vazquez,,,0.5166322040564792,-123.14949296740302,0.3874750686852533,4.422997149879079,27.82821818612343,-42.11143756794451,3.32,1.45,,,,84.8,2033.0,6.7,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.76,,,,,,,,74,1,Knuckle Curve,5,5,5,5,5,5,5,5,Standard,Standard,28.0,0.0,0.047,ball
4299440,FF,2021-06-22,96.5,-1.5,5.98,"Barnes, Matt",Wander Franco,Matt Barnes,,foul,,,,,8.0,"Wander Franco grounds out softly, pitcher Matt Barnes to first baseman Bobby Dalbec.   Yandy Diaz to 2nd.",R,L,R,TB,BOS,S,,,1,0,2021,-1.16,1.42,0.09,1.79,,,Yandy Díaz,1,9,Bot,,,,,Christian Vazquez,,,6.998213472013033,-140.06737619961274,-8.836493036989424,-16.901552079124347,36.26389457608352,-11.622454595446442,3.3,1.5,223.0,79.6,29.0,97.2,2361.0,7.2,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.35,,,,,,,,74,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,225.0,0.0,-0.052,foul
4299441,FF,2021-06-22,96.6,-1.53,6.08,"Barnes, Matt",Wander Franco,Matt Barnes,,ball,,,,,12.0,"Wander Franco grounds out softly, pitcher Matt Barnes to first baseman Bobby Dalbec.   Yandy Diaz to 2nd.",R,L,R,TB,BOS,B,,,1,1,2021,-1.05,1.56,0.13,3.83,,,Yandy Díaz,1,9,Bot,,,,,Christian Vazquez,,,6.896643732984319,-140.43334876350582,-3.928280837443414,-15.486063036342006,36.67498416022706,-10.926696369489951,3.15,1.45,,,,97.0,2278.0,6.9,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.6,,,,,,,,74,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,220.0,0.0,0.061,ball
4299442,KC,2021-06-22,84.6,-1.48,6.08,"Barnes, Matt",Wander Franco,Matt Barnes,,blocked_ball,,,,,14.0,"Wander Franco grounds out softly, pitcher Matt Barnes to first baseman Bobby Dalbec.   Yandy Diaz to 2nd.",R,L,R,TB,BOS,B,,,2,1,2021,0.42,-0.89,0.64,-0.6,,,Yandy Díaz,1,9,Bot,,,,,Christian Vazquez,,,4.16344759224535,-122.9964027658373,-7.423837991696768,3.318559355143566,27.63662457638599,-39.71360703629075,3.22,1.38,,,,85.3,2032.0,7.1,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.4,,,,,,,,74,4,Knuckle Curve,5,5,5,5,5,5,5,5,Standard,Standard,21.0,0.0,0.137,blocked_ball
4299443,KC,2021-06-22,85.3,-1.47,6.2,"Barnes, Matt",Wander Franco,Matt Barnes,field_out,hit_into_play,,,,,6.0,"Wander Franco grounds out softly, pitcher Matt Barnes to first baseman Bobby Dalbec.   Yandy Diaz to 2nd.",R,L,R,TB,BOS,X,1.0,ground_ball,3,1,2021,0.46,-0.91,0.54,2.39,,,Yandy Díaz,1,9,Bot,136.13,184.35,,,Christian Vazquez,,,3.826664127716092,-124.17482768812846,-0.7934548946239407,3.901662804941502,27.081324233403294,-41.58435238919172,3.3,1.5,1.0,48.9,-63.0,85.8,2040.0,6.8,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.7,0.191,0.172,0.0,1.0,0.0,0.0,1.0,74,5,Knuckle Curve,5,5,5,5,5,5,5,5,Standard,Standard,21.0,-0.024,-0.577,field_out
4299444,FF,2021-06-22,94.6,-1.52,6.03,"Barnes, Matt",Austin Meadows,Matt Barnes,,ball,,,,,11.0,Austin Meadows called out on strikes.,R,L,R,TB,BOS,B,,,0,0,2021,-0.98,1.45,-0.26,5.07,,Yandy Díaz,,2,9,Bot,,,,,Christian Vazquez,,,5.55088560772772,-137.64255148516554,0.0013722846923369,-13.71981541790699,33.32002030854651,-14.14850315388461,3.48,1.59,,,,95.3,2132.0,6.9,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.58,,,,,,,,75,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,219.0,0.0,0.025,ball
4299445,FF,2021-06-22,95.1,-1.53,5.98,"Barnes, Matt",Austin Meadows,Matt Barnes,,foul,,,,,5.0,Austin Meadows called out on strikes.,R,L,R,TB,BOS,S,,,1,0,2021,-0.92,1.32,-0.19,2.87,,Yandy Díaz,,2,9,Bot,,,,,Christian Vazquez,,,5.636333982832403,-138.26929798206257,-5.478319905221358,-13.042221896006286,33.42160955063152,-14.252843560493943,3.49,1.6,230.0,76.6,42.0,96.1,2135.0,7.1,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.4,,,,,,,,75,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,219.0,0.0,-0.053,foul
4299446,FF,2021-06-22,96.9,-1.38,5.99,"Barnes, Matt",Austin Meadows,Matt Barnes,,foul,,,,,12.0,Austin Meadows called out on strikes.,R,L,R,TB,BOS,S,,,1,1,2021,-0.73,1.55,0.5,3.75,,Yandy Díaz,,2,9,Bot,,,,,Christian Vazquez,,,6.778294771190561,-140.8391644465863,-3.9850084623844846,-11.273043123668025,35.01802692106507,-10.860791947829512,3.49,1.6,142.0,71.1,72.0,97.9,2227.0,7.1,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.39,,,,,,,,75,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,220.0,0.0,-0.076,foul
4299447,FF,2021-06-22,95.4,-1.44,5.97,"Barnes, Matt",Austin Meadows,Matt Barnes,,ball,,,,,11.0,Austin Meadows called out on strikes.,R,L,R,TB,BOS,B,,,1,2,2021,-1.4,1.57,-0.51,4.37,,Yandy Díaz,,2,9,Bot,,,,,Christian Vazquez,,,5.684900867540449,-138.67011429259065,-2.023581835835788,-19.344804054077617,36.01117237143113,-11.864934973359375,3.34,1.53,,,,96.2,2168.0,7.2,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.33,,,,,,,,75,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Strategic,218.0,0.0,0.045,ball
4299448,KC,2021-06-22,85.5,-1.3,6.11,"Barnes, Matt",Austin Meadows,Matt Barnes,,blocked_ball,,,,,14.0,Austin Meadows called out on strikes.,R,L,R,TB,BOS,B,,,2,2,2021,0.75,-1.15,0.64,-1.18,,Yandy Díaz,,2,9,Bot,,,,,Christian Vazquez,,,3.087788040165239,-124.24455952128264,-8.539047782833599,6.964645399369103,29.394026612474747,-42.17180445136038,3.35,1.57,,,,86.0,2068.0,7.1,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.41,,,,,,,,75,5,Knuckle Curve,5,5,5,5,5,5,5,5,Strategic,Strategic,18.0,0.0,0.061,blocked_ball
4299449,KC,2021-06-22,85.3,-1.47,6.09,"Barnes, Matt",Austin Meadows,Matt Barnes,strikeout,called_strike,,,,,1.0,Austin Meadows called out on strikes.,R,L,R,TB,BOS,S,2.0,,3,2,2021,0.61,-1.07,-0.43,2.96,,Yandy Díaz,,2,9,Bot,,,,,Christian Vazquez,,,1.222429956079075,-124.20800658789014,1.1600401064186936,6.018471195104486,26.659387131264825,-43.654690874625565,3.35,1.57,,,,85.7,2085.0,6.7,633519,598264,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.81,,,0.0,1.0,0.0,0.0,,75,6,Knuckle Curve,5,5,5,5,5,5,5,5,Strategic,Strategic,20.0,-0.108,-0.319,strikeout
4299450,FF,2021-06-22,98.0,-0.7,6.79,"Fairbanks, Pete",Danny Santana,Pete Fairbanks,,ball,,,,,14.0,Danny Santana singles on a pop up to left fielder Randy Arozarena.   Bobby Dalbec to 3rd.,R,L,R,TB,BOS,B,,,0,0,2021,-0.14,1.78,0.29,1.32,,Bobby Dalbec,,0,10,Top,,,,,Mike Zunino,,,3.047490210121294,-142.07217576793266,-13.450430870594,-2.619499517930977,35.14109414226126,-5.033736269172261,3.19,1.51,,,,98.5,2295.0,6.9,633519,664126,572287,Yandy Diaz,Joey Wendle,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Brandon Lowe,53.56,,,,,,,,76,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,194.0,0.0,0.055,ball
